| num_screens |               error |
|           0 |  1.1765197673125605 |
|           1 |   1.049269542009058 |
|           2 |   0.858608082507517 |
|           3 |  0.8769768178447407 |
|           4 |  0.9268262459964877 |
|           5 |  0.9702568289252428 |
|           6 |  0.9787864576818652 |
|           7 |  0.9908285039233409 |
|           8 |  0.9056535424366687 |
|           9 |  0.9386533497563766 |
|          10 |  0.8532757541471272 |
|          11 |  0.7847549732266048 |
|          12 |  0.7774066466478878 |
|          13 |  0.7038967020584694 |
|          14 |  0.7287772960348645 |
|          15 |  0.7231975266248165 |
|          16 |  0.7013768738969691 |
|          17 |  0.6889272553537917 |
|          18 |   0.681080155221206 |
|          19 |  0.7063664032605119 |
|          20 |  0.6875145703216003 |
|          21 |  0.6968864579946092 |
|          22 |  0.7198645175982635 |
|          23 |  0.7047260274208098 |
|          24 |  0.7207671116912951 |
|          25 |  0.7034843944928152 |
|          26 |  0.6886983833185439 |
|          27 |  0.7404495500401067 |
|          28 |  0.7684619670023186 |
|          29 |  0.7559061314417345 |
|          30 |  0.7084919297850656 |
|          31 |  0.6803697384119868 |
|          32 |  0.6384238425338692 |
|          33 |   0.652114651338947 |
|          34 |  0.6390115705564057 |
|          35 |  0.6119892774324159 |
|          36 |  0.6193630796208833 |
|          37 |  0.6274726251114315 |
|          38 |  0.6163731713256865 |
|          39 |  0.6159543313858815 |
|          40 |    0.61358464959743 |
|          41 |  0.6001539214710918 |
|          42 |   0.619034180969537 |
|          43 |  0.6229190816408225 |
|          44 |   0.610769319107396 |
|          45 |  0.5876989481606562 |
|          46 |   0.602730237647212 |
|          47 |  0.5973066497469917 |
|          48 |  0.5914206827273726 |
|          49 |  0.5881092511028616 |
|          50 |  0.5904711389559563 |
|          51 |   0.567205558897039 |
|          52 |  0.5647670308701039 |
|          53 |  0.5563630233624945 |
|          54 |  0.5762786295736644 |
|          55 |  0.5511313411457409 |
|          56 |  0.5453280339802078 |
|          57 |   0.551321101691023 |
|          58 |  0.5296037177639399 |
|          59 |  0.5528349682592889 |
|          60 |  0.5463998396073266 |
|          61 |   0.548237077172554 |
|          62 |  0.5418872602333152 |
|          63 |  0.5366969417842157 |
|          64 |  0.5363812435335957 |
|          65 |   0.531788914151448 |
|          66 |  0.5398728046640884 |
|          67 |     0.5498791739065 |
|          68 |   0.530301279076038 |
|          69 |  0.5336565842022775 |
|          70 |  0.5440222677191823 |
|          71 |  0.5350273514421721 |
|          72 |  0.5459076049041826 |
|          73 |  0.5327501466870828 |
|          74 |  0.5362300051467344 |
|          75 |  0.5317164877214619 |
|          76 |  0.5309490629097028 |
|          77 |  0.5262073379700254 |
|          78 |  0.5212960924536357 |
|          79 |  0.5139076425401308 |
|          80 |  0.5055844869032609 |
|          81 | 0.49430071209090654 |
|          82 | 0.48166209475918825 |
|          83 | 0.47999576253439213 |
|          84 |  0.4710583716459163 |
|          85 |  0.4667492944505808 |
|          86 | 0.45781174368391947 |
|          87 |  0.4571367328445065 |
|          88 |  0.4516775675395409 |
|          89 |  0.4546027567516112 |
|          90 | 0.45115962280880406 |
|          91 | 0.44985258993893024 |
|          92 |  0.4396305683721988 |
|          93 |  0.4458322442898786 |
|          94 |  0.4395031841204511 |
|          95 |  0.4249005800848085 |
|          96 |  0.4229416515291332 |
|          97 |  0.4239111483511014 |
|          98 | 0.42797312742868276 |
|          99 | 0.43199727992616327 |
|         100 | 0.41730288996526255 |
|         101 |  0.4070671163610487 |
|         102 |  0.4181743830791687 |
|         103 | 0.41814880154565975 |
|         104 |  0.4160510126745952 |
|         105 | 0.40941593071525506 |
|         106 | 0.40812312820238394 |
|         107 |  0.4080326424941448 |
|         108 |  0.4022482885011308 |
|         109 |  0.3845994008669925 |
|         110 | 0.38131302846737225 |
|         111 |  0.3779309235147972 |
|         112 | 0.38034377435382904 |
|         113 | 0.38391056782864613 |
|         114 | 0.38822858082061107 |
|         115 | 0.38972243451539157 |
|         116 |  0.4003145912292549 |
|         117 | 0.40407040606775196 |
|         118 |  0.4000518903323744 |
|         119 | 0.39834281696457413 |
|         120 | 0.40896729334699355 |
|         121 | 0.40954221367198224 |
|         122 |  0.4084005601582626 |
|         123 |  0.4134586714930523 |
|         124 | 0.41254964696293356 |
|         125 |  0.4043898450710854 |
|         126 | 0.40481301777446255 |
|         127 | 0.40850163407024576 |
|         128 | 0.40908363238056766 |
|         129 | 0.40579227048175187 |
|         130 | 0.40908294125813754 |
|         131 |  0.4022784245178979 |
|         132 | 0.41127040364045114 |
|         133 | 0.40779004710383104 |
|         134 | 0.40800258604620054 |
|         135 | 0.40211886779089046 |
|         136 |  0.4050582320653128 |
|         137 | 0.40060373310604813 |
|         138 |  0.3998436010391853 |
|         139 | 0.40050754452511306 |
|         140 | 0.39654517959193053 |
|         141 |  0.3968456593788582 |
|         142 |  0.3963475122274888 |
|         143 | 0.39390353722187876 |
|         144 |  0.3859545323401018 |
|         145 |  0.3909317975674835 |
|         146 | 0.38575256695158233 |
|         147 |  0.3781261422681801 |
|         148 |  0.3760517732476526 |
|         149 | 0.37331683059739135 |
|         150 | 0.37523890613815375 |
|         151 |  0.3718902463553165 |
|         152 | 0.37370763200681295 |
|         153 | 0.37358265275600977 |
|         154 |  0.3681624787283747 |
|         155 | 0.37491112160514845 |
|         156 | 0.37956635299891256 |
|         157 | 0.38507590143317216 |
|         158 |  0.3900676970026596 |
|         159 | 0.39235899439955946 |
|         160 |  0.3866465089050389 |
|         161 |  0.3866424899587245 |
|         162 | 0.37989401204030215 |
|         163 | 0.37704778005599254 |
|         164 |  0.3792635412578347 |
|         165 |  0.3799147490676673 |
|         166 |  0.3878318783151743 |
|         167 | 0.38959583717600194 |
|         168 | 0.39397697685737415 |
|         169 | 0.39074165301327873 |
|         170 |  0.3829205550442204 |
|         171 | 0.38351683322201763 |
|         172 |  0.3802807315617657 |
|         173 | 0.37862646122186894 |
|         174 |  0.3803086038761724 |
|         175 |  0.3774693878330452 |
|         176 |  0.3769761882222764 |
|         177 | 0.37213094038250666 |
|         178 |  0.3718624480021202 |
|         179 | 0.36989132425629156 |
|         180 |  0.3676602747752963 |
|         181 |   0.360984448151241 |
|         182 | 0.36095848499205074 |
|         183 | 0.36708743340442335 |
|         184 | 0.36172484644062763 |
|         185 |  0.3573720071743147 |
|         186 | 0.35423900112990775 |
|         187 |  0.3486408162795847 |
|         188 | 0.34118997521749733 |
|         189 |  0.3407171275451325 |
|         190 |  0.3452671264198993 |
|         191 |  0.3437576063542258 |
|         192 |  0.3470739823545198 |
|         193 |  0.3454189526358569 |
|         194 | 0.34841040460367545 |
|         195 | 0.34807602245956554 |
|         196 | 0.34958705280083846 |
|         197 | 0.34891093750979074 |
|         198 | 0.34664068844439255 |
|         199 | 0.34995976779565646 |
|         200 |  0.3514632744316335 |
|         201 | 0.34766291886017997 |
|         202 |  0.3439964753347134 |
|         203 |  0.3451520653441802 |
|         204 |  0.3460372986353255 |
|         205 | 0.34733938640744094 |
|         206 | 0.34955302854573184 |
|         207 | 0.35188569335892056 |
|         208 |  0.3464042666308701 |
|         209 |  0.3476455780714763 |
|         210 | 0.34309336955966546 |
|         211 |  0.3489387193383771 |
|         212 |  0.3479782034167225 |
|         213 |  0.3474401317534789 |
|         214 | 0.34315977871180886 |
|         215 | 0.34472392812804575 |
|         216 |  0.3428165001632534 |
|         217 |  0.3414517736429797 |
|         218 | 0.34115712261833997 |
|         219 | 0.34085065365594697 |
|         220 |  0.3343631938692963 |
|         221 | 0.33155549758821407 |
|         222 |  0.3315374359037373 |
|         223 |  0.3311534609317485 |
|         224 | 0.33251864379789414 |
|         225 |  0.3373843477714106 |
|         226 |  0.3354455843354817 |
|         227 |  0.3343248754897374 |
|         228 | 0.33138164812023996 |
|         229 | 0.32994411224047393 |
|         230 |  0.3320311659368417 |
|         231 |  0.3329397144183758 |
|         232 | 0.33429284735437576 |
|         233 |  0.3344706176981659 |
|         234 |   0.334451040894553 |
|         235 |  0.3347737120193155 |
|         236 |  0.3308503692006376 |
|         237 |  0.3280695436984997 |
|         238 |  0.3310489425573967 |
|         239 | 0.32901070674595917 |
|         240 |  0.3304663722682438 |
|         241 |  0.3289168658358011 |
|         242 |  0.3276345589839792 |
|         243 | 0.32295242427064313 |
|         244 |  0.3235218864195698 |
|         245 |  0.3266159578959911 |
|         246 | 0.32798546811972945 |
|         247 | 0.33015151127065095 |
|         248 | 0.32837186240080185 |
|         249 | 0.32501145314645635 |
|         250 | 0.32259541792783125 |
|         251 | 0.32093096698088475 |
|         252 |  0.3186714043125072 |
|         253 |  0.3169276325801569 |
|         254 |  0.3124792754998408 |
|         255 | 0.31273453396388995 |
