|         num_screens |              error |  uncorrected_ee50 |     corrected_ee50 |
|                 0.0 | 0.8906156479790749 | 83.49940042322758 |  81.33674369959245 |
| 0.07142857142857142 |   0.73570777029663 |  90.0847976971986 |  86.74099040216079 |
| 0.14285714285714285 | 0.7657541003966595 | 91.30552368775605 |  85.02962327033617 |
| 0.21428571428571427 | 0.7713187196653746 | 79.06360345521018 |  70.83099488250431 |
|  0.2857142857142857 | 0.7599606823262887 | 83.68082139875833 |  73.70256032725328 |
|  0.3571428571428571 | 0.7906449243330474 |  77.7094731421893 |  65.22097247428371 |
| 0.42857142857142855 | 0.7379869666251802 | 77.74957958627205 | 63.011061588952536 |
|                 0.5 | 0.6738792700267954 | 94.32144043721846 |  82.12566867709215 |
|  0.5714285714285714 |  0.639835556024675 | 83.11395055010179 |  66.28845386306625 |
|  0.6428571428571428 | 0.6326496600237759 | 84.52639744547743 |  68.14418005516693 |
|  0.7142857142857142 | 0.6088799680493534 | 87.96668244957749 |  71.77754735164719 |
|  0.7857142857142857 |  0.597885115538096 |  89.5322410528943 |  68.46428578584703 |
|  0.8571428571428571 | 0.5947038892651062 | 84.90268914725696 |  68.31097468738366 |
|  0.9285714285714285 | 0.5918856144367516 | 82.02762270748141 |  64.98488904468431 |
