|           num_screens |              error |  uncorrected_ee50 |    corrected_ee50 |
|                   0.0 | 1.8307685076292775 | 64.50425398671136 | 82.32966294144609 |
|                0.0008 | 1.8235652058237752 | 64.38422946361663 | 81.86463255468323 |
|                0.0016 | 1.8155738274448767 | 64.35530111449052 | 81.57038933103348 |
| 0.0024000000000000002 | 1.8089250677801818 | 64.41081025622205 | 81.52503712409482 |
|                0.0032 |  1.805009680648957 | 64.53286134215467 | 81.71512780825165 |
|                 0.004 |  1.803564806041531 | 64.72731457459746 | 82.10324773256592 |
| 0.0048000000000000004 |   1.80380126286153 | 64.98161577896835 | 82.59936101655958 |
|                0.0056 |  1.804808601878675 | 65.28879493718455 | 83.08739907691881 |
|                0.0064 | 1.8069960863416032 | 65.63534282970714 | 83.61083263682825 |
|  0.007200000000000001 | 1.8103750828711047 | 65.97691448573588 | 84.12764352216661 |
|                 0.008 | 1.8147193927750287 | 66.25873178215409 | 84.57248413600033 |
|                0.0088 | 1.8202176389603824 |  66.4848492690629 | 85.06779924200967 |
|  0.009600000000000001 | 1.8269092193617562 | 66.66666795820917 | 85.66483486990401 |
|  0.010400000000000001 |  1.834120622130568 |  66.8418903464121 | 86.36956343898927 |
|                0.0112 | 1.8408267191978422 | 67.07201833335962 | 87.18605577539962 |
|                 0.012 |  1.846434534639762 | 67.40853687373756 |  88.0446127462051 |
|                0.0128 | 1.8479709811647498 | 67.85618159706756 | 88.82093771726491 |
|  0.013600000000000001 | 1.8470519845280389 | 68.37509837563553 | 89.51934526482546 |
|  0.014400000000000001 | 1.8455098330624067 | 68.94546195400586 | 90.16547764282416 |
|                0.0152 | 1.8435281795880705 | 69.52699999559232 | 90.69289603636486 |
|                 0.016 |  1.841433636189023 | 70.08223357200897 |  91.1260261125024 |
|  0.016800000000000002 | 1.8392852958361336 |  70.5547187294841 | 91.45763674751662 |
|                0.0176 | 1.8370156304889733 | 70.88654613825773 | 91.63943023297868 |
|                0.0184 | 1.8347774329456432 | 71.03077481638647 | 91.65830815758761 |
|  0.019200000000000002 | 1.8328221269646072 | 70.96160380051727 |  91.4808151993964 |
|                  0.02 |  1.830957253574143 | 70.71627035755485 | 91.13658029009812 |
|  0.020800000000000003 | 1.8288249450975713 | 70.36358567504448 | 90.67623231629429 |
|                0.0216 | 1.8263357628081478 |  69.9478991269067 | 90.04226307503386 |
|                0.0224 | 1.8234105303209096 | 69.51746744567372 | 89.20709597375067 |
|  0.023200000000000002 | 1.8199362614066459 | 69.12086756813756 |  88.2278259648965 |
|                 0.024 | 1.8159350308245572 | 68.79245038003356 | 87.28395277258153 |
|  0.024800000000000003 | 1.8115434329269144 | 68.52317111579595 |  86.5245519444544 |
|                0.0256 | 1.8067465990815526 | 68.30085802940472 | 85.96446162270024 |
|                0.0264 | 1.8014440949257533 | 68.10524009637182 | 85.56564337458337 |
|  0.027200000000000002 |  1.795751940443356 | 67.98180052073097 | 85.36016526875622 |
|                 0.028 |  1.790005687600666 | 67.97376754388354 | 85.32636209127128 |
|  0.028800000000000003 |  1.784371116173732 | 68.05218710629998 | 85.43773020565548 |
|                0.0296 | 1.7787264555374103 | 68.18329336951152 | 85.60576241504243 |
|                0.0304 | 1.7730207240714615 | 68.33321036603776 | 85.71814486467872 |
|  0.031200000000000002 | 1.7675501512711198 | 68.47708203773395 | 85.71415459136172 |
|                 0.032 | 1.7625832757861626 | 68.60502215733976 |  85.6148688769176 |
|                0.0328 | 1.7581268315146972 |  68.6739254259324 | 85.41948725444132 |
|  0.033600000000000005 | 1.7546165955200514 | 68.67192928667653 | 85.15799140401847 |
|                0.0344 | 1.7522714216863804 | 68.62961900972353 | 84.90559533496891 |
|                0.0352 | 1.7501405514004846 | 68.58772504861811 | 84.67310276702229 |
|  0.036000000000000004 | 1.7480087141070744 | 68.59281831345236 | 84.49994548568534 |
|                0.0368 |  1.745762756213793 | 68.64315536224213 | 84.42255559641232 |
|                0.0376 | 1.7433726781940388 | 68.73210978037537 | 84.43032194444955 |
|  0.038400000000000004 | 1.7408106305882247 | 68.87777197051798 | 84.58423352552487 |
|                0.0392 | 1.7380675421353833 | 69.01264209647276 |  84.8163773600262 |
