|            input_WFE |                 r_0.00 |                 r_0.04 |                 r_0.08 |                r_0.12 |                r_0.16 |                 r_0.20 |                r_0.24 |                 r_0.28 |                 r_0.32 |                r_0.36 |                 r_0.40 |
|                  0.0 | 0.00016693873015643154 | 0.00013923598913810975 | 0.00011821817615002924 | 0.0001350236234239534 | 0.0001375250536283784 | 0.00015392123908790798 |  0.000144603929956454 | 0.00015002994191243326 | 0.00015552703618861683 | 0.0001593926657066383 | 0.00016061731242397314 |
|               0.0125 |   0.024338457282351747 |   0.013782845245638189 |   0.005214584327698651 |  0.004133377406371396 | 0.0031495476137435377 |   0.003791775633824312 | 0.0033018935125139815 |  0.0031717412012520585 |   0.003143995910320383 | 0.0032465740548800496 |  0.0031825325056820783 |
|                0.025 |    0.04127621206123463 |    0.02609837299948586 |   0.011011963207071016 |  0.007913360428807598 |  0.005953300019033642 |   0.006594316539576289 |   0.00596372261470638 |   0.005713909046212501 |    0.00559629144152468 |  0.005705395706653138 |  0.0056277322150877366 |
| 0.037500000000000006 |   0.049683244198072206 |   0.036211415502352545 |   0.017772921339483442 |  0.011443272494236469 |  0.008506168917788553 |   0.008059085687333692 |  0.007783038224894598 |   0.007483013059182706 |   0.007199397437427007 |  0.007175831952309956 |   0.007142173680510241 |
|                 0.05 |   0.051921430817612614 |    0.04378492676911193 |   0.025253075621427146 |  0.014971715774464534 |  0.011007730149251285 |    0.00858996549973481 |  0.008662730780449065 |   0.008425538914408276 |   0.008010094046061688 |  0.007757087224129075 |  0.0077231108656466655 |
|               0.0625 |    0.05122880262785633 |    0.04887142916698892 |    0.03283493213651924 |  0.018979386085910464 |  0.013762761472224567 |   0.009529275686632655 |   0.00893079785753826 |   0.008743946186304582 |   0.008408486752217037 |  0.007953658946549706 |    0.00783006798920576 |
|  0.07500000000000001 |    0.05107398852794367 |    0.05181990410845234 |    0.03977625477637279 |  0.023857230895346623 |   0.01692055560307615 |   0.011713288645582472 |  0.009346652225193054 |   0.008836824696588254 |   0.008746169834956775 |  0.008238447580485716 |   0.007999751388525937 |
|  0.08750000000000001 |    0.05237696000985964 |    0.05324490125636031 |    0.04548563783500633 |   0.02956051507114896 |  0.020365484572270717 |     0.0149870119196259 |  0.010636924957972407 |    0.00915841591580903 |   0.009077616644807687 |  0.008733572012666297 |    0.00840711204638672 |
|                  0.1 |    0.05430087314460984 |    0.05389580833621143 |   0.049677449540432496 |   0.03561456372391431 |  0.024001109440119888 |   0.018737827193680206 |  0.013078184645551329 |   0.010114901023964024 |   0.009430816045360316 |   0.00930207929158487 |   0.008962163057915858 |
|               0.1125 |     0.0559797543496946 |    0.05444235418566481 |   0.052368622172673095 |   0.04136383317763653 |   0.02791646837582649 |    0.02224452730719595 |  0.016410863352500457 |    0.01195149254835391 |   0.009990872306145789 |   0.00970957526787515 |   0.009466094999668821 |
|                0.125 |    0.05679669695368214 |   0.055183536908056184 |    0.05380667705123358 |   0.04624172643604948 |   0.03223985722307327 |    0.02499876611991084 |  0.020015184827604966 |    0.01463443055005084 |   0.011058930127717298 |  0.009952708576924334 |    0.00972771545291785 |
|               0.1375 |    0.05668847241352828 |   0.056018770154112434 |    0.05443426870947336 |   0.04993288881787174 |   0.03692746350368815 |    0.02715168409843635 |  0.023191176843759174 |    0.01783914148981871 |     0.0129675492814304 |  0.010423097327465346 |   0.009741986891982862 |
|  0.15000000000000002 |    0.05642443478585569 |   0.056703924880525065 |    0.05481281584420652 |   0.05238486109554999 |   0.04170498041999513 |   0.029574564764977787 |   0.02543839292044947 |    0.02106382521082679 |   0.015737092793456704 |  0.011684123746905858 |   0.009907099291452854 |
|               0.1625 |   0.056715113866367975 |    0.05708358412319231 |    0.05529287649444834 |   0.05373323738771528 |  0.046115435429405334 |    0.03298349270298352 |   0.02679114216852946 |   0.023787182357836473 |   0.018960663542463722 |  0.013941818214692902 |   0.010720497841203163 |
|  0.17500000000000002 |    0.05734634858397652 |   0.057198388130650396 |    0.05587619004007928 |  0.054284916651455774 |   0.04969551998196798 |    0.03732812256555478 |   0.02803304854102219 |    0.02563397775384971 |   0.022042877343855242 |  0.016928763942176565 |   0.012456406150014343 |
|               0.1875 |     0.0579493968141025 |   0.057248594434030915 |    0.05641162096481201 |   0.05454131141213417 |   0.05214098333458341 |   0.042007478228797177 |  0.030140703294448075 |   0.026581509610272468 |    0.02444880692510393 |   0.02010789671210384 |   0.015042491577753166 |
|                  0.2 |   0.058235768798331436 |    0.05741306659503532 |    0.05678278330142697 |   0.05490042435965394 |   0.05343552168778865 |   0.046280809675878457 |   0.03351279023726659 |   0.027204324514704992 |   0.025872837458130654 |  0.022889436687921406 |    0.01809058282070685 |
|  0.21250000000000002 |   0.058137389029732124 |   0.057703195818381334 |   0.056992015029644384 |   0.05542710716859534 |   0.05395318210402369 |   0.049606807044019964 |   0.03783345787588363 |    0.02836571417383622 |   0.026397380273257203 |   0.02485432814889475 |   0.021061785324014558 |
