| num_screens |              error |
|           0 | 1.2591980380367485 |
|           1 | 1.3207095648885754 |
|           2 | 1.3185700136225547 |
|           3 | 1.2261365674001055 |
|           4 | 1.2211446503753156 |
|           5 | 1.1338094628855502 |
|           6 | 1.1267625186879775 |
|           7 | 1.1725676210440175 |
|           8 | 1.1614435012149646 |
|           9 |   1.15227306166312 |
|          10 | 1.1083685634054476 |
|          11 |  1.105023910051791 |
|          12 | 1.0639401861010858 |
|          13 | 1.0452477784130267 |
|          14 | 1.0265619890759161 |
|          15 | 0.9838723137377059 |
|          16 | 1.0259557819764755 |
|          17 |  1.036283645296465 |
|          18 | 1.0045418538785016 |
|          19 |  1.010686237304991 |
|          20 | 1.0047137377132618 |
|          21 | 0.9672824337636339 |
|          22 | 0.9626207154710494 |
|          23 | 0.9670144325932147 |
|          24 |  0.965297750823841 |
|          25 | 0.9721533379081094 |
|          26 | 0.9609729742146236 |
|          27 | 0.9637159767656428 |
|          28 | 0.9723374137829348 |
|          29 | 0.9684372010913218 |
|          30 | 0.9671555102988195 |
|          31 | 0.9761790731354164 |
|          32 | 0.9797359969425719 |
|          33 | 0.9759685646193695 |
|          34 | 0.9636405179654137 |
|          35 | 0.9699892021613623 |
|          36 | 0.9504080731561704 |
|          37 | 0.9510464507744641 |
|          38 | 0.9454457289398016 |
|          39 | 0.9436568689410418 |
|          40 |  0.946221944081991 |
|          41 | 0.9374096400282947 |
|          42 | 0.9434386966953319 |
|          43 | 0.9352613135537045 |
|          44 | 0.9524016126807462 |
|          45 | 0.9439568821429717 |
|          46 | 0.9272397431173314 |
|          47 | 0.9264706316853932 |
|          48 | 0.9214066456215768 |
|          49 | 0.8997755560339625 |
|          50 | 0.9001365923697321 |
|          51 |  0.897926320627523 |
|          52 | 0.8955928022680351 |
|          53 | 0.8939075759061395 |
|          54 | 0.9053087408971459 |
|          55 | 0.9050447311525247 |
|          56 | 0.8975829423841691 |
|          57 | 0.9019688776469502 |
|          58 | 0.9044221122522422 |
|          59 | 0.8962117168544411 |
|          60 | 0.9048232467121551 |
|          61 | 0.9094233035224185 |
|          62 | 0.9144098155387248 |
|          63 | 0.9102094318946591 |
|          64 | 0.9051133957998104 |
|          65 | 0.8884161289893147 |
|          66 | 0.8810476827926479 |
|          67 | 0.8854375674245812 |
|          68 | 0.8835470420392865 |
|          69 | 0.8704721517391404 |
|          70 | 0.8723227038353706 |
|          71 | 0.8682234567605525 |
|          72 | 0.8644797174626653 |
|          73 | 0.8610072318047235 |
|          74 | 0.8513288592658684 |
|          75 | 0.8456062998449039 |
|          76 | 0.8536978140611435 |
|          77 | 0.8496436067820925 |
|          78 | 0.8507098450110029 |
|          79 | 0.8436194887952342 |
|          80 | 0.8450767463835243 |
|          81 | 0.8373172487572562 |
|          82 | 0.8398580634834623 |
|          83 | 0.8409151613772557 |
|          84 | 0.8393481766752029 |
|          85 |  0.834272666967238 |
|          86 | 0.8370150924146088 |
|          87 | 0.8384354680408557 |
|          88 | 0.8372523626533613 |
|          89 | 0.8425251968832189 |
|          90 | 0.8463744623573393 |
|          91 | 0.8499661014728058 |
|          92 | 0.8395545263093587 |
|          93 | 0.8427485623930829 |
|          94 | 0.8317559347929506 |
|          95 | 0.8336802389028055 |
|          96 | 0.8346384447215689 |
|          97 |  0.836716091526949 |
|          98 | 0.8356986220218472 |
|          99 | 0.8337278994573183 |
|         100 | 0.8279184027472745 |
|         101 |  0.824036518147653 |
|         102 | 0.8301377638723766 |
|         103 | 0.8217931866758883 |
|         104 | 0.8142284917372749 |
|         105 | 0.8134353247912968 |
|         106 | 0.8136514788336768 |
|         107 | 0.8150596763542769 |
|         108 | 0.8144520921177081 |
|         109 | 0.8195911779986526 |
|         110 |  0.817158293147316 |
|         111 |  0.817086427305507 |
|         112 | 0.8153362289993609 |
|         113 | 0.8134903079949896 |
|         114 | 0.8131275301410208 |
|         115 | 0.8076451561699015 |
|         116 | 0.8119363214667208 |
|         117 | 0.8081140061256209 |
|         118 | 0.8003784333666948 |
|         119 | 0.8048191173963417 |
|         120 |  0.800838397951854 |
|         121 | 0.7980529861337647 |
|         122 | 0.7957677754403034 |
|         123 | 0.8005384741042916 |
|         124 | 0.8125016907613606 |
|         125 |  0.811376626619138 |
|         126 | 0.8169461909394146 |
|         127 | 0.8129680613462893 |
|         128 | 0.8175638976617214 |
|         129 | 0.8145274474302611 |
|         130 |  0.814112019645553 |
|         131 | 0.8169659833164189 |
|         132 | 0.8178795648985877 |
|         133 | 0.8143436032668226 |
|         134 | 0.8091518663794772 |
|         135 | 0.8131831258070644 |
|         136 | 0.8087112310706862 |
|         137 | 0.8068966381621536 |
