| order |               err1 |               err2 |            errstd1 |            errstd2 |
|   -12 | 1.7970139620956678 | 2.6651466322967385 | 0.6471150940190755 | 0.9016322853548989 |
|   -11 | 1.7982152246829937 | 2.4399233421015833 | 0.6554666745746826 | 1.0485195681508728 |
|   -10 | 1.7865952191454189 |  2.300872632782515 | 0.5698175861127647 | 0.5878253811901911 |
|    -9 | 1.8309543238578796 | 2.1227889992274935 | 0.6309785828600719 |  0.623231630824545 |
|    -8 |  1.706321772556246 |  2.668582232684799 | 0.6946333765257169 | 0.7264056170806774 |
|    -7 |  1.941338582326203 |  2.659399680884759 | 0.6386973142506485 | 0.6991639889836788 |
|    -6 | 1.7953578924170557 | 2.5132428592995733 | 0.5313067311224716 | 0.7529282297683235 |
|    -5 | 1.7087015097329952 |  2.520012286367104 | 0.4686431750843846 | 0.5817762067290149 |
